Gender,Age_at_Matriculation,Marital_Status_Binary,Special_Needs_Status,Mother_Education_Level,Father_Education_Level,Mother_Occupation,Father_Occupation,First_Generation_Student,UTME_PostUME_Score,Secondary_School_Exit_Grade,Study_Mode,Faculty,Year_of_Study,Non_Resident_Student,Hostel_Residency,School_Fees_Payment_Status,Fee_Arrears_Status,Bursary_Scholarship_Status,Units_Registered_Semester_1,Units_Passed_Semester_1,Assessments_Sat_Semester_1,Units_No_Assessment_Semester_1,GPA_Semester_1_5pt,Pass_Rate_Semester_1,Units_Registered_Semester_2,Units_Passed_Semester_2,Assessments_Sat_Semester_2,Units_No_Assessment_Semester_2,GPA_Semester_2_5pt,Pass_Rate_Semester_2,CGPA_5point_Scale,GPA_Change,Dropout_Status
1,20,0,0,19,19,9,9,1,114.7,122.0,1,Engineering,2,0,0,1,0,0,5,5,6,0,3.95,1.0,5,5,8,0,3.43,1.0,3.69,-0.52,0
1,43,0,0,37,37,9,10,1,95.8,111.0,1,Arts,3,1,1,0,0,0,6,0,0,0,0.0,0.0,6,0,0,0,0.0,0.0,0.0,0.0,1
1,18,0,0,37,19,9,4,1,133.1,139.0,1,Medicine,1,1,0,1,0,0,5,4,8,0,3.12,0.8,5,3,7,1,3.67,0.6,3.4,0.55,0
1,35,0,0,2,4,4,1,0,150.0,150.0,1,Medicine,1,0,0,1,0,0,18,18,22,0,2.92,1.0,13,12,13,1,2.88,0.923,2.9,-0.04,0
1,23,0,0,37,19,9,4,1,118.5,116.0,0,Engineering,2,0,1,1,0,0,5,4,6,0,3.25,0.8,5,5,5,0,3.25,1.0,3.25,0.0,0
1,19,0,0,3,3,2,2,0,131.1,130.0,1,Law,4,0,0,1,0,0,7,7,8,0,3.03,1.0,9,8,12,0,2.88,0.889,2.96,-0.15,0
1,21,0,0,1,19,3,8,1,150.3,150.0,1,Engineering,3,1,0,1,0,1,11,9,15,0,3.56,0.818,9,7,15,0,3.44,0.778,3.5,-0.12,0
1,19,0,0,3,19,4,8,0,120.5,132.0,1,Sciences,3,0,1,1,0,0,6,4,17,0,3.12,0.667,6,4,8,0,3.31,0.667,3.22,0.19,0
1,20,0,0,1,1,4,3,1,105.6,108.0,1,Law,2,1,1,1,0,0,5,5,7,0,3.04,1.0,5,5,7,0,3.82,1.0,3.43,0.78,0
1,30,0,1,19,19,3,3,1,125.3,133.1,1,Social_Sciences,2,0,0,1,0,1,6,0,0,0,0.0,0.0,6,0,0,0,0.0,0.0,0.0,0.0,1
1,44,1,0,37,19,9,9,1,131.0,120.0,1,Sciences,1,1,1,1,0,0,6,6,6,0,3.17,1.0,6,6,6,0,2.88,1.0,3.02,-0.29,0
1,19,0,0,19,3,4,9,0,127.0,146.0,1,Social_Sciences,2,0,0,1,0,0,8,7,8,0,3.4,0.875,8,7,8,0,3.4,0.875,3.4,0.0,0
1,22,0,0,2,1,3,6,0,150.0,150.0,1,Engineering,4,1,0,1,0,0,18,12,32,1,3.21,0.667,12,10,15,0,3.58,0.833,3.4,0.37,0
1,18,0,0,3,3,1,2,0,149.2,160.0,1,Arts,2,0,0,1,0,0,5,4,7,0,3.5,0.8,5,5,5,0,3.55,1.0,3.52,0.05,0
1,21,0,0,37,37,9,9,1,121.5,125.0,1,Social_Sciences,4,1,1,1,0,1,6,4,8,0,3.69,0.667,6,5,6,0,2.95,0.833,3.32,-0.74,0
1,18,0,0,37,19,90,90,1,137.3,125.0,1,Medicine,3,0,0,1,0,0,6,0,0,0,0.0,0.0,6,0,0,0,0.0,0.0,0.0,0.0,1
1,18,0,0,3,1,2,3,0,119.6,122.0,1,Sciences,1,1,0,1,0,0,6,6,8,0,3.41,1.0,6,6,7,0,3.57,1.0,3.49,0.16,0
1,19,0,0,1,1,4,3,1,141.5,138.0,1,Engineering,4,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0
1,21,0,0,1,38,6,6,1,150.0,150.0,1,Social_Sciences,1,1,0,1,0,0,6,4,12,0,2.95,0.667,6,4,11,0,2.97,0.667,2.96,0.02,1
1,31,0,0,3,3,2,2,0,110.0,140.0,1,Social_Sciences,2,0,0,1,0,0,6,6,8,0,3.78,1.0,6,6,10,0,3.65,1.0,3.72,-0.13,0
1,21,0,0,1,1,2,3,1,110.2,113.0,1,Engineering,1,1,1,1,0,0,6,4,10,0,2.88,0.667,6,2,10,0,2.62,0.333,2.75,-0.26,1
1,24,0,0,19,19,9,7,1,110.3,139.0,1,Arts,1,0,1,1,1,0,5,1,12,0,2.5,0.2,5,1,11,0,2.75,0.2,2.62,0.25,0
1,27,0,0,19,6,4,3,0,120.0,133.1,1,Law,2,0,0,1,0,0,4,0,8,0,0.0,0.0,5,0,10,0,0.0,0.0,0.0,0.0,1
1,20,0,0,19,19,9,9,1,114.2,118.0,1,Medicine,1,1,1,1,0,0,5,3,9,0,2.58,0.6,5,5,6,0,3.2,1.0,2.89,0.62,0
1,22,0,0,1,19,4,5,1,140.0,140.0,1,Law,2,1,0,1,0,0,5,0,9,0,0.0,0.0,5,2,6,0,2.92,0.4,1.46,2.92,0
1,19,0,0,19,19,9,9,1,132.8,144.0,1,Law,2,0,0,1,0,1,6,4,9,2,3.0,0.667,6,4,10,0,3.12,0.667,3.06,0.12,0
1,19,0,0,1,1,4,7,1,121.5,125.0,1,Social_Sciences,1,1,1,1,0,0,6,6,6,0,3.46,1.0,6,6,6,0,3.62,1.0,3.54,0.16,0
1,23,0,0,1,1,7,4,1,127.2,131.0,1,Law,1,1,0,1,1,0,17,13,19,0,3.04,0.765,17,11,28,1,2.98,0.647,3.01,-0.06,0
1,18,0,0,12,12,2,8,1,128.2,131.0,1,Engineering,2,1,1,1,0,0,6,6,7,0,3.5,1.0,6,6,8,0,3.42,1.0,3.46,-0.08,0
1,29,0,0,3,2,4,6,0,133.4,140.0,1,Engineering,1,1,1,0,0,0,6,6,8,0,4.12,1.0,6,5,6,0,3.45,0.833,3.78,-0.67,0
1,29,0,0,1,19,4,5,1,120.0,133.1,1,Engineering,3,1,0,1,0,0,5,1,11,2,4.5,0.2,5,3,10,2,3.33,0.6,3.92,-1.17,1
1,20,0,0,1,1,4,5,1,140.0,140.0,1,Social_Sciences,3,0,0,1,0,0,6,6,11,0,2.82,1.0,6,5,12,0,2.94,0.833,2.88,0.12,0
1,19,0,0,19,3,9,2,0,136.9,139.0,1,Engineering,3,1,1,1,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0
1,22,0,1,3,39,2,5,0,117.0,125.0,1,Medicine,3,1,1,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0
1,20,0,0,3,1,3,5,0,110.7,117.0,1,Engineering,2,1,1,1,0,0,6,5,10,0,3.5,0.833,6,6,10,0,3.0,1.0,3.25,-0.5,0
1,24,0,0,19,19,9,5,1,160.0,150.0,1,Sciences,3,1,0,1,0,0,5,4,13,1,3.44,0.8,5,3,9,0,3.0,0.6,3.22,-0.44,0
1,21,0,0,37,37,5,8,1,95.0,95.0,1,Social_Sciences,1,0,0,0,0,0,6,4,9,0,3.31,0.667,6,5,6,0,2.75,0.833,3.03,-0.56,1
1,25,0,0,37,1,7,3,1,148.8,150.0,1,Sciences,1,0,0,1,0,1,5,4,7,0,3.56,0.8,5,4,7,0,3.69,0.8,3.62,0.13,0
1,32,0,0,37,37,9,9,1,110.0,120.0,1,Sciences,3,0,0,0,0,0,5,0,9,1,0.0,0.0,5,0,5,0,0.0,0.0,0.0,0.0,1
1,26,0,0,3,4,2,2,0,133.9,136.0,0,Engineering,2,0,0,0,0,0,12,8,12,0,2.81,0.667,8,3,8,0,2.83,0.375,2.82,0.02,1
1,18,0,0,2,37,9,7,0,125.7,133.0,1,Social_Sciences,3,1,0,1,0,1,6,6,7,0,3.38,1.0,6,6,8,0,3.12,1.0,3.25,-0.26,0
1,19,0,0,1,19,4,7,1,116.6,125.0,1,Social_Sciences,3,0,0,1,0,1,6,5,8,0,3.17,0.833,6,6,10,0,3.21,1.0,3.19,0.04,0
1,19,0,0,19,38,5,7,1,141.0,127.0,1,Arts,4,1,1,1,0,1,6,6,6,0,3.79,1.0,6,6,6,0,3.08,1.0,3.44,-0.71,0
1,27,0,0,1,1,4,4,1,130.0,130.0,1,Arts,4,0,0,1,0,0,6,6,6,0,3.29,1.0,5,5,7,0,3.79,1.0,3.54,0.5,1
1,21,0,0,19,1,9,9,1,130.0,130.0,1,Social_Sciences,2,0,0,1,1,0,12,10,20,0,2.95,0.833,12,9,15,0,2.86,0.75,2.9,-0.09,0
1,20,0,0,19,1,4,5,1,115.8,127.0,1,Engineering,1,0,1,1,0,0,5,4,10,0,2.88,0.8,5,0,11,0,0.0,0.0,1.44,-2.88,0
1,21,0,0,19,38,4,0,1,140.0,140.0,1,Engineering,2,1,0,1,0,0,6,6,6,0,3.62,1.0,6,6,8,0,2.83,1.0,3.22,-0.79,0
1,22,0,0,37,3,5,2,0,126.1,125.0,1,Arts,2,1,1,1,0,0,6,5,10,0,3.35,0.833,6,3,12,0,2.67,0.5,3.01,-0.68,0
1,19,0,0,1,38,5,7,1,137.5,135.0,1,Sciences,2,1,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0
1,18,0,0,38,19,5,5,1,120.8,132.0,1,Sciences,3,1,1,1,0,1,5,4,8,0,2.7,0.8,5,2,10,0,3.12,0.4,2.91,0.42,1
1,28,0,0,19,1,5,5,1,136.5,110.0,1,Arts,3,0,0,1,0,0,5,0,6,0,0.0,0.0,5,0,5,0,0.0,0.0,0.0,0.0,1
1,25,1,0,1,37,9,1,1,122.0,130.0,1,Social_Sciences,2,0,0,0,1,0,10,6,23,0,2.86,0.6,7,4,15,1,3.0,0.571,2.93,0.14,1
1,25,0,0,37,1,5,4,1,130.0,130.0,1,Sciences,1,0,0,1,0,0,14,8,24,2,3.12,0.571,13,10,23,0,2.9,0.769,3.01,-0.22,1
1,18,0,0,38,19,9,5,1,126.3,135.0,1,Engineering,2,0,0,1,0,0,5,2,11,0,3.38,0.4,5,3,11,0,3.08,0.6,3.23,-0.3,0
1,26,0,0,4,19,4,5,0,98.0,133.1,1,Medicine,1,0,0,1,0,0,6,0,6,0,0.0,0.0,6,0,12,0,0.0,0.0,0.0,0.0,1
1,18,0,0,37,37,6,5,1,121.0,135.0,1,Law,4,1,1,1,0,1,5,5,8,0,3.19,1.0,5,5,7,0,2.88,1.0,3.04,-0.31,0
1,22,0,0,19,38,9,7,1,124.2,128.0,1,Arts,1,1,1,1,0,0,6,3,17,3,2.83,0.5,6,3,14,0,3.08,0.5,2.96,0.25,0
1,25,0,0,1,3,4,5,0,130.0,140.0,1,Social_Sciences,1,0,1,1,0,0,6,0,8,0,0.0,0.0,6,0,10,0,0.0,0.0,0.0,0.0,1
1,19,0,0,3,1,4,4,0,136.1,135.0,1,Social_Sciences,1,1,0,1,0,0,6,5,9,0,2.85,0.833,6,5,13,0,3.1,0.833,2.98,0.25,0
1,19,0,0,3,19,2,3,0,132.8,131.0,1,Medicine,2,1,1,1,0,0,6,6,7,0,3.61,1.0,6,6,7,0,3.64,1.0,3.62,0.03,0
1,19,0,0,1,1,5,5,1,126.3,131.0,1,Medicine,2,0,0,1,0,0,7,7,9,0,3.12,1.0,8,8,10,0,2.93,1.0,3.03,-0.19,0
1,45,1,0,1,37,9,1,1,111.5,100.0,0,Engineering,1,0,0,1,0,0,8,4,10,0,2.88,0.5,8,4,13,0,2.75,0.5,2.82,-0.13,1
1,52,1,0,37,37,9,9,1,118.2,140.0,0,Law,1,0,0,1,0,0,5,5,7,0,2.8,1.0,5,5,6,1,3.2,1.0,3.0,0.4,0
1,20,0,0,19,19,9,3,1,115.6,124.0,1,Sciences,2,1,0,0,0,0,5,3,9,1,3.0,0.6,5,3,7,0,2.75,0.6,2.88,-0.25,1
1,19,0,0,38,37,5,10,1,117.8,130.0,1,Engineering,1,1,0,1,0,0,8,7,8,0,3.97,0.875,8,7,8,0,3.97,0.875,3.97,0.0,0
1,21,0,0,1,38,9,9,1,127.0,142.0,1,Arts,3,0,0,0,1,0,7,4,12,0,3.24,0.571,7,4,12,0,2.9,0.571,3.07,-0.34,1
1,35,1,0,37,37,9,9,1,140.0,150.0,0,Social_Sciences,2,0,0,0,0,0,6,6,6,0,3.5,1.0,6,6,6,0,3.54,1.0,3.52,0.04,0
1,36,1,0,37,37,7,7,1,106.0,110.0,1,Medicine,2,1,1,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0
1,47,1,0,37,38,5,5,1,151.0,110.0,1,Sciences,1,0,0,0,1,0,7,0,7,7,0.0,0.0,8,0,8,8,0.0,0.0,0.0,0.0,1
1,22,0,0,43,40,2,2,1,106.4,112.0,0,Social_Sciences,5,0,1,1,0,0,5,0,0,0,0.0,0.0,5,0,0,0,0.0,0.0,0.0,0.0,1
1,41,1,0,37,37,9,9,1,125.3,100.0,0,Medicine,2,1,1,1,0,0,5,4,8,0,2.81,0.8,5,3,8,1,2.75,0.6,2.78,-0.06,1
1,26,0,0,34,34,90,90,1,130.0,130.0,1,Medicine,3,0,0,1,0,0,5,0,5,0,0.0,0.0,5,0,6,0,0.0,0.0,0.0,0.0,1
0,51,1,0,34,34,90,90,1,116.0,133.1,0,Sciences,1,0,0,0,0,0,6,4,13,0,2.81,0.667,6,0,12,1,0.0,0.0,1.4,-2.81,1
0,43,1,0,37,37,9,9,1,120.0,150.0,0,Engineering,2,0,0,1,0,0,5,3,11,0,2.67,0.6,5,4,10,0,3.12,0.8,2.9,0.45,0
0,41,1,0,34,34,0,0,1,100.0,100.0,0,Social_Sciences,1,1,1,1,0,0,6,5,9,0,2.95,0.833,6,3,10,1,2.67,0.5,2.81,-0.28,0
1,23,0,0,34,37,9,9,1,118.5,130.0,1,Sciences,2,1,0,1,0,0,10,8,19,1,2.91,0.8,10,10,16,3,2.8,1.0,2.86,-0.11,0
1,22,0,0,34,30,0,5,1,118.9,129.0,1,Medicine,5,1,1,1,0,0,6,0,11,0,0.0,0.0,5,0,10,0,0.0,0.0,0.0,0.0,1
1,25,0,1,37,37,9,9,1,119.3,127.0,1,Medicine,2,1,0,1,0,1,6,4,8,0,2.56,0.667,6,4,6,0,2.81,0.667,2.68,0.25,1
1,25,0,0,37,37,9,9,1,135.8,140.0,0,Sciences,1,1,0,1,0,0,15,15,16,0,2.7,1.0,14,14,14,0,2.84,1.0,2.77,0.14,0
1,22,0,0,1,19,9,9,1,130.0,130.0,1,Sciences,1,1,0,0,0,1,12,11,15,0,3.14,0.917,11,11,16,0,3.17,1.0,3.16,0.03,0
1,24,0,0,1,1,192,144,1,129.8,133.1,1,Sciences,2,0,0,1,0,0,7,7,7,0,3.39,1.0,6,5,9,0,3.35,0.833,3.37,-0.04,0
1,47,0,0,38,38,9,10,1,150.0,140.0,1,Medicine,1,0,0,1,0,0,6,0,0,0,0.0,0.0,6,0,0,0,0.0,0.0,0.0,0.0,1
1,41,1,0,37,37,5,5,1,111.9,133.1,0,Sciences,1,1,1,1,0,0,5,0,5,0,0.0,0.0,5,0,5,0,0.0,0.0,0.0,0.0,1
1,43,0,0,37,37,9,9,1,150.1,120.0,1,Social_Sciences,3,1,1,1,0,0,6,6,9,0,3.69,1.0,6,5,11,0,3.05,0.833,3.37,-0.64,0
1,29,0,0,1,37,9,8,1,130.0,133.1,1,Social_Sciences,2,0,1,1,0,0,3,0,4,0,0.0,0.0,4,0,8,0,0.0,0.0,0.0,0.0,1
1,30,0,0,37,37,5,5,1,128.0,120.0,1,Social_Sciences,1,0,0,1,0,0,2,0,2,0,0.0,0.0,2,0,2,0,0.0,0.0,0.0,0.0,1
1,26,0,0,19,38,9,9,1,102.5,133.1,1,Sciences,4,0,1,0,0,0,4,0,4,0,0.0,0.0,5,0,0,0,0.0,0.0,0.0,0.0,1
1,27,0,0,19,38,9,9,1,102.5,133.1,0,Engineering,1,0,1,0,0,0,5,0,10,0,0.0,0.0,5,0,5,0,0.0,0.0,0.0,0.0,1
1,36,1,0,37,37,9,9,1,110.0,100.0,1,Medicine,5,0,0,1,0,1,5,5,5,0,2.85,1.0,5,5,7,0,2.9,1.0,2.88,0.05,0
1,29,0,0,1,19,4,10,1,114.0,133.1,1,Medicine,1,0,0,1,0,0,9,6,13,0,2.92,0.667,7,6,10,0,2.71,0.857,2.82,-0.21,1
1,35,0,0,34,34,0,0,1,128.2,120.0,1,Arts,4,1,0,1,0,0,10,7,12,0,2.82,0.7,8,5,8,0,3.25,0.625,3.04,0.43,1
1,18,0,0,38,38,6,3,1,116.5,128.0,1,Sciences,2,0,0,1,0,1,6,4,12,0,2.88,0.667,6,5,10,0,3.15,0.833,3.01,0.27,0
1,24,0,0,38,37,9,9,1,149.3,172.0,0,Engineering,3,0,0,1,0,1,5,5,5,0,4.0,1.0,5,5,5,0,4.0,1.0,4.0,0.0,0
1,18,0,0,38,38,9,7,1,134.1,146.0,1,Social_Sciences,5,1,1,1,0,1,6,6,6,0,3.12,1.0,6,6,7,0,3.17,1.0,3.14,0.05,1
1,18,0,0,38,37,5,7,1,126.6,135.0,1,Engineering,1,1,1,1,0,0,5,4,7,0,3.0,0.8,5,3,10,3,3.25,0.6,3.12,0.25,0
1,21,1,0,37,37,9,7,1,120.0,160.0,1,Medicine,5,0,0,1,0,0,5,0,11,2,0.0,0.0,5,3,11,1,2.92,0.6,1.46,2.92,0
1,21,0,0,38,37,5,8,1,133.5,150.0,1,Social_Sciences,2,1,1,1,0,0,5,5,10,0,3.25,1.0,5,5,10,0,3.15,1.0,3.2,-0.1,0
1,32,0,0,1,3,2,6,0,110.0,130.0,1,Sciences,2,0,0,1,0,0,18,13,27,1,3.43,0.722,12,12,18,0,3.02,1.0,3.22,-0.41,0
1,22,0,0,37,37,9,5,1,107.5,111.0,1,Medicine,1,1,1,1,0,1,5,3,9,0,3.08,0.6,6,3,14,0,3.12,0.5,3.1,0.04,1
1,32,0,0,1,38,9,7,1,130.0,130.0,1,Medicine,2,1,0,0,0,0,17,11,31,4,3.18,0.647,12,10,24,1,3.18,0.833,3.18,0.0,1
1,35,0,0,34,34,0,0,1,111.6,170.0,1,Sciences,1,0,0,1,0,0,5,1,5,0,3.5,0.2,5,0,5,0,0.0,0.0,1.75,-3.5,1
1,23,0,0,1,38,4,7,1,101.0,133.1,1,Social_Sciences,2,1,1,0,0,0,5,0,0,0,0.0,0.0,5,0,0,0,0.0,0.0,0.0,0.0,1
1,39,0,0,37,37,6,6,1,108.3,100.0,0,Engineering,2,0,0,1,0,0,6,5,8,0,2.85,0.833,6,3,12,1,2.75,0.5,2.8,-0.1,0
1,35,1,0,34,34,0,0,1,128.2,120.0,1,Engineering,3,0,0,1,0,0,5,0,5,0,0.0,0.0,5,1,5,0,2.5,0.2,1.25,2.5,1
1,32,1,0,3,19,4,6,0,150.0,110.0,1,Sciences,3,0,0,1,0,0,6,6,8,0,4.72,1.0,12,12,14,0,4.42,1.0,4.57,-0.3,0
1,20,0,0,34,34,0,0,1,142.8,133.1,1,Social_Sciences,2,0,0,1,0,0,6,0,12,0,0.0,0.0,6,0,12,0,0.0,0.0,0.0,0.0,1
1,34,0,0,37,37,9,9,1,100.0,120.0,1,Medicine,1,0,0,1,0,0,7,6,15,0,2.83,0.857,7,4,16,0,3.15,0.571,2.99,0.32,0
1,44,0,0,37,37,6,6,1,150.0,150.0,0,Social_Sciences,1,1,1,1,0,0,7,7,9,0,3.38,1.0,5,5,6,0,4.05,1.0,3.72,0.67,1
1,53,1,0,37,19,9,10,1,156.5,133.1,1,Sciences,1,0,1,1,0,0,11,2,12,7,3.75,0.182,9,3,10,4,2.5,0.333,3.12,-1.25,0
1,28,0,0,37,37,9,4,1,98.6,120.0,1,Social_Sciences,1,0,0,0,1,0,5,0,10,0,0.0,0.0,5,0,7,0,0.0,0.0,0.0,0.0,1
1,31,0,0,37,37,9,9,1,130.0,130.0,0,Engineering,1,0,1,1,0,0,9,9,9,0,3.56,1.0,5,5,5,0,3.2,1.0,3.38,-0.36,1
1,18,0,0,1,38,5,9,1,118.1,130.0,1,Law,1,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0
1,44,0,0,1,3,9,10,0,120.0,100.0,1,Social_Sciences,5,0,0,0,1,0,7,4,14,2,3.0,0.571,6,0,16,1,0.0,0.0,1.5,-3.0,1
1,19,0,0,1,1,9,9,1,127.7,142.0,1,Sciences,2,1,1,1,0,0,5,5,9,1,3.15,1.0,5,4,8,0,3.0,0.8,3.08,-0.15,0
1,21,0,0,1,1,2,9,1,130.0,130.0,1,Sciences,1,0,1,1,0,0,12,12,12,0,3.77,1.0,11,11,15,0,3.27,1.0,3.52,-0.5,0
1,18,0,0,3,19,3,5,0,147.7,148.0,1,Arts,2,0,0,1,0,1,5,0,5,0,0.0,0.0,5,0,5,0,0.0,0.0,0.0,0.0,1
1,20,0,0,19,19,5,5,1,170.0,170.0,1,Engineering,1,1,1,1,0,0,6,6,8,0,3.62,1.0,6,6,10,0,3.82,1.0,3.72,0.2,0
1,55,0,0,37,37,7,7,1,110.2,110.0,1,Arts,2,0,1,1,0,0,6,6,6,0,3.62,1.0,6,6,6,0,3.38,1.0,3.5,-0.24,0
1,27,0,0,19,37,4,8,1,146.4,166.0,1,Engineering,2,0,1,1,0,0,5,3,12,0,2.5,0.6,5,1,12,0,3.25,0.2,2.88,0.75,0
1,19,0,0,12,19,5,5,1,121.0,135.0,1,Engineering,2,0,0,1,0,0,5,0,0,0,0.0,0.0,5,0,0,0,0.0,0.0,0.0,0.0,1
1,18,0,0,19,37,9,9,1,129.9,133.0,1,Social_Sciences,2,0,1,1,0,0,5,5,5,0,2.9,1.0,5,5,5,0,3.3,1.0,3.1,0.4,0
1,43,1,0,37,37,7,4,1,132.0,133.1,1,Medicine,5,0,0,1,0,0,6,4,10,0,2.94,0.667,6,0,7,0,0.0,0.0,1.47,-2.94,1
1,18,0,0,19,19,9,6,1,125.9,121.0,1,Medicine,4,1,1,1,0,0,6,0,0,0,0.0,0.0,6,0,0,0,0.0,0.0,0.0,0.0,1
1,18,0,0,3,3,2,2,0,165.7,159.0,1,Engineering,2,1,1,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1
1,20,0,0,37,38,9,9,1,122.7,130.0,1,Engineering,2,1,1,1,1,1,6,0,7,0,0.0,0.0,6,0,6,0,0.0,0.0,0.0,0.0,1
1,29,1,0,37,19,9,9,1,141.4,121.0,0,Sciences,2,0,0,0,1,0,5,4,7,0,2.81,0.8,5,4,8,0,2.95,0.8,2.88,0.14,1
1,44,0,0,37,37,9,10,1,156.4,133.1,1,Social_Sciences,1,1,0,1,1,0,6,5,9,0,2.89,0.833,6,0,11,0,0.0,0.0,1.44,-2.89,1
1,18,0,0,37,37,9,9,1,148.5,146.0,1,Social_Sciences,2,1,0,1,0,0,5,4,7,0,2.5,0.8,5,1,8,0,4.0,0.2,3.25,1.5,0
1,20,0,0,37,37,9,1,1,140.0,140.0,1,Medicine,1,0,0,1,0,1,6,5,11,0,3.46,0.833,6,6,13,0,3.08,1.0,3.27,-0.38,0
1,20,0,0,38,37,8,7,1,131.7,125.0,1,Medicine,2,1,0,1,0,0,6,4,6,0,3.19,0.667,9,3,12,0,3.17,0.333,3.18,-0.02,1
1,36,1,0,37,37,9,9,1,104.7,120.0,1,Engineering,2,1,1,1,0,0,4,0,4,0,0.0,0.0,5,0,9,0,0.0,0.0,0.0,0.0,1
1,19,0,0,5,1,2,5,0,150.0,150.0,1,Social_Sciences,1,1,1,1,0,0,6,5,13,0,2.9,0.833,6,2,12,0,2.75,0.333,2.82,-0.15,0
1,29,1,0,37,37,90,90,1,110.0,110.0,1,Law,5,0,0,0,0,0,5,0,5,0,0.0,0.0,5,0,5,0,0.0,0.0,0.0,0.0,1
1,18,0,0,1,1,9,9,1,129.1,120.0,1,Law,4,1,0,1,0,0,6,4,6,0,2.81,0.667,6,3,10,0,2.58,0.5,2.7,-0.23,1
1,24,0,0,1,1,1,6,1,120.0,133.1,1,Sciences,3,0,0,0,0,0,6,0,0,0,0.0,0.0,6,0,0,0,0.0,0.0,0.0,0.0,1
1,20,0,0,3,19,2,5,0,127.0,133.1,1,Engineering,2,0,0,1,0,0,6,6,6,0,3.58,1.0,6,6,7,0,3.75,1.0,3.66,0.17,0
1,45,1,0,19,37,9,9,1,151.5,133.1,0,Social_Sciences,4,0,1,0,1,0,6,0,7,0,0.0,0.0,5,0,5,0,0.0,0.0,0.0,0.0,1
1,28,0,0,38,37,4,4,1,126.8,130.0,1,Engineering,1,1,0,1,0,1,23,20,23,3,3.38,0.87,23,20,23,3,3.38,0.87,3.38,0.0,0
1,23,0,0,19,38,9,9,1,140.8,160.0,1,Sciences,3,1,1,1,0,0,6,6,8,0,3.17,1.0,6,5,10,0,3.05,0.833,3.11,-0.12,0
1,18,0,0,1,19,4,7,1,125.6,128.0,1,Sciences,1,1,1,1,0,0,7,7,7,0,3.11,1.0,8,7,11,0,2.84,0.875,2.97,-0.27,0
1,23,0,0,19,19,9,4,1,127.8,140.0,1,Social_Sciences,3,1,1,1,0,0,5,3,7,1,2.67,0.6,5,3,7,0,2.83,0.6,2.75,0.16,1
1,22,0,0,3,3,2,2,0,120.0,120.0,1,Engineering,1,1,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0
1,22,0,0,19,19,5,5,1,131.3,140.0,1,Sciences,4,0,1,1,0,1,6,6,6,0,3.17,1.0,6,5,6,0,3.1,0.833,3.14,-0.07,0
1,33,0,0,37,38,5,5,1,155.7,120.0,0,Engineering,4,0,0,1,0,0,5,5,5,0,3.3,1.0,5,5,6,0,3.71,1.0,3.5,0.41,0
1,21,0,0,1,38,9,6,1,128.5,130.0,1,Law,1,0,1,1,0,0,12,10,20,0,3.18,0.833,12,11,14,0,3.05,0.917,3.12,-0.13,0
1,45,1,0,37,37,9,5,1,170.0,100.0,1,Law,2,0,0,1,0,0,5,5,6,0,3.71,1.0,5,5,5,0,3.7,1.0,3.7,-0.01,0
1,44,1,0,37,37,9,9,1,100.0,133.1,1,Social_Sciences,5,0,0,0,0,0,10,4,10,0,2.88,0.4,7,1,8,0,3.0,0.143,2.94,0.12,1
1,42,1,0,19,19,90,99,1,107.2,110.0,1,Social_Sciences,2,0,1,1,0,0,6,0,0,0,0.0,0.0,6,0,0,0,0.0,0.0,0.0,0.0,1
1,20,0,0,19,1,9,7,1,139.3,147.0,1,Medicine,4,1,0,1,0,0,5,0,0,0,0.0,0.0,5,0,0,0,0.0,0.0,0.0,0.0,1
1,20,0,0,19,38,5,6,1,123.2,133.0,1,Engineering,2,1,1,1,0,0,5,3,7,1,3.17,0.6,5,2,12,0,3.12,0.4,3.14,-0.05,0
1,20,0,0,1,38,2,8,1,122.3,137.0,1,Engineering,2,1,1,1,0,1,6,6,7,0,3.68,1.0,6,6,6,0,3.12,1.0,3.4,-0.56,0
1,20,0,0,1,1,4,4,1,127.9,124.0,1,Engineering,1,1,0,1,0,0,6,3,11,0,3.42,0.5,6,4,13,0,2.56,0.667,2.99,-0.86,0
1,19,0,0,1,1,9,6,1,120.3,128.0,1,Sciences,1,0,0,1,0,0,5,5,9,0,2.7,1.0,5,2,13,0,3.38,0.4,3.04,0.68,0
1,26,0,0,1,1,4,4,1,128.5,120.0,0,Engineering,3,0,0,0,1,0,8,4,13,0,2.62,0.5,10,7,16,0,2.61,0.7,2.62,-0.01,1
1,31,1,0,37,37,8,7,1,150.0,133.1,1,Medicine,2,0,1,1,0,0,6,6,10,0,3.75,1.0,6,5,11,0,3.12,0.833,3.44,-0.63,0
